epoch,train_loss,train_acc,train_auc_roc,train_auc_prc,val_loss,val_acc,val_auc_roc,val_auc_prc
1,0.6720606958834554,0.5717107262230325,0.6082669601443589,0.5932637478798771,0.6300103992419582,0.630867320329613,0.6896058751959201,0.6674625832781517
2,0.604568778057399,0.6623258236749576,0.7262272861508818,0.7048095769332569,0.5782101748384325,0.6901402941483259,0.759511342895723,0.7425386153003604
3,0.5602153967852683,0.7058557971958155,0.7781119822889234,0.757493932712935,0.5568253680141947,0.7074423698758736,0.7814422218406678,0.7617504307592731
4,0.5423622504903215,0.7219212571081304,0.795961291363123,0.7754264941449521,0.5338438188642981,0.7293861479086262,0.8036912983451338,0.7812514110626521
5,0.5286031712072821,0.7311325259365369,0.8078793580449269,0.7868267524834842,0.5236692704945023,0.7369093564201523,0.813918015987367,0.7945754281706817
6,0.5163625975121288,0.7420106784737596,0.8193950655323614,0.7988548165650395,0.5160035575108892,0.7464274538437468,0.8215840623971113,0.8008556915823206
7,0.5083294414711189,0.7485002387463645,0.8257597529590961,0.8053404090584247,0.5029163091202853,0.7520209658913112,0.831504286792088,0.8119701947992747
8,0.49819111861940235,0.7542388331814038,0.8332381677795605,0.8139575583773839,0.4998104074855063,0.7562063210597685,0.8351255059415419,0.8145566798312747
9,0.49135987001424364,0.7604201936015974,0.839212733997172,0.8180962471321418,0.49095397713262195,0.7604699071659539,0.840302865495262,0.8194105754111632
10,0.48625495320171225,0.7635021921257108,0.8425427573647077,0.8225545243427045,0.484244267927092,0.7636252216543236,0.8438419048956166,0.8243768180371611
11,0.47875201591172606,0.7687676346746538,0.8483834187606222,0.8282901443133276,0.48731382176415244,0.7612131010743716,0.8481639462622628,0.8290921774661838
12,0.47330436077507887,0.7732343621131224,0.8521635257227848,0.8320991277271987,0.477884454884842,0.7720089704808595,0.8500988339137581,0.8302308813235776
13,0.4672766133450114,0.7761557494465425,0.8559440437620436,0.8366660292708338,0.47050634203407776,0.7762464796078022,0.8542610460011405,0.8344681895628125
14,0.46036756179029187,0.7823631549246863,0.8611579660802944,0.8417304593514932,0.46370327450304716,0.7831959945759883,0.8612836486601447,0.841309924449242
15,0.454286905914492,0.7856057646394929,0.8649641871031726,0.8456273194800874,0.4597699848966677,0.7841347658287264,0.863456917832812,0.8451757146759794
16,0.4489958520843662,0.7897599513825585,0.8682883712012012,0.8495823779291216,0.4540879837947132,0.7906931261082716,0.867237874120331,0.8468324354312258
17,0.4446074314874385,0.7925033641533186,0.8711630289273706,0.8518812713865208,0.44732982675947386,0.7938093251277772,0.8711805569117954,0.8521187548813799
18,0.4401390803932973,0.7948734644267916,0.8739468968775286,0.8557989711310667,0.4436916718303169,0.7941744028371753,0.8729015406405547,0.8534055300744816
19,0.436247386817288,0.7986760428875288,0.8766797172904324,0.8573230785279213,0.43702674609622255,0.7974992176906227,0.8761029451085216,0.8578581990643477
20,0.43143242889225375,0.8006684898207231,0.8790972305661018,0.8600198361213539,0.4339737942914614,0.8002764159799729,0.8783462837527425,0.8602884563085207
21,0.4278821817318712,0.8023874636454399,0.8815168845102999,0.8632587919735405,0.4258766893339789,0.8073172003755085,0.8833908195585211,0.8652010099648617
22,0.4254603518764711,0.8052220341190259,0.8828269336650847,0.8636716141994396,0.4331168842052063,0.7995592990507979,0.8791237701672807,0.8624191932225048
23,0.4230450118452734,0.8061726787342102,0.8841865550697117,0.8652242460129055,0.4259057487587965,0.80618285177845,0.8832943093029921,0.8662753242480011
24,0.4186091968959087,0.8086860268264097,0.8865897534937262,0.868211190914478,0.41990358551339135,0.8089470115781788,0.8869486941839083,0.8691853642608934
25,0.4144207485290215,0.8112037157616009,0.8890058474831352,0.8707216199959487,0.4220172224831156,0.8039271930739543,0.8871139189933641,0.8694778180829094
26,0.41039034127050655,0.8134956808612233,0.8913150725071051,0.8730771036741909,0.415115064232096,0.8130280588296652,0.8893092126325537,0.8706131171769937
27,0.4064491189816721,0.8163085471198507,0.8930265502799173,0.8746124382009879,0.41358350396865073,0.8124934807551893,0.8904871735969776,0.8728057146962975
28,0.40553917540373546,0.8176194817033468,0.8941175247749369,0.8750642890998723,0.4131489004347214,0.8106941691874413,0.8900886350322779,0.8716744049973191
29,0.40308316734048566,0.818361765854929,0.8951721035334147,0.876917142333443,0.4069707193326885,0.8157400646709085,0.8930850134330036,0.8757623292095711
30,0.3993543882287614,0.8204019620610322,0.8971408726067461,0.8787900121149351,0.40181434646915615,0.8175915301971419,0.8963889373946754,0.8813870421024957
31,0.3961698321789644,0.8224768850110692,0.8990895478562526,0.8808396683761807,0.40351828147214336,0.817017836653802,0.8960744411233056,0.8791823300387096
32,0.3931817966559625,0.8239788166862004,0.9003926492503573,0.8831593576982227,0.39950448130994265,0.8200166892667153,0.8981048489374492,0.8820434938727312
33,0.39079022403624847,0.8260103312063203,0.9019208354789999,0.8839335985657831,0.3996456178719077,0.8211119223949098,0.89800599571144,0.8802279638138988
34,0.38601474929415797,0.8291574423753093,0.9041637372006206,0.8861620598966788,0.39251171917428906,0.8259361635548138,0.9019186506722638,0.885889219335946
35,0.38463260819396866,0.8290576029865,0.9047508535789981,0.8872157756755218,0.38974213958271503,0.8256623552727652,0.9028152260160637,0.8869181385571154
36,0.3827682000303163,0.8307505317532665,0.9057110044462522,0.8880293021794152,0.38838448985607515,0.825727547720872,0.9039862699305017,0.8896450339536125
37,0.37745233080156015,0.8337891218474628,0.9082805846668743,0.891381010179127,0.3929665236064238,0.8238630437050172,0.9010785582232659,0.8857735440880503
38,0.37750856659372745,0.8336328514997613,0.9081067972266821,0.8911812800148754,0.3840269475438566,0.8300302492959215,0.9064989046580703,0.8908628162132838
39,0.37312695844132965,0.8357945913096323,0.9106368375814851,0.8938743439423682,0.3836924055202843,0.8312949827891937,0.9061734514041578,0.8899353269161097
40,0.36867076358214773,0.8386552068411686,0.9126682076894824,0.8959954006765132,0.3820120070156445,0.8325336393032231,0.9073494131425733,0.8917459299864371
41,0.3669948922631517,0.839618873985328,0.9136789771914939,0.8972049728830299,0.3805229299083621,0.8321555231042036,0.9076617782662189,0.8918003796907261
42,0.3649316159140015,0.8412944393801276,0.9143877260745258,0.8973466977966473,0.3791667506109627,0.8336419109210389,0.9081958167536751,0.8924760936657656
43,0.36342505077347653,0.8416417068194644,0.9148863016168266,0.8980784317782096,0.3742112572876793,0.8366146865547095,0.9103949793031965,0.8939205042029176
44,0.35859555272782395,0.8444024829621912,0.9173501692241943,0.9012132309936016,0.3703739512939081,0.8375404193178262,0.9126521687076053,0.897902880198769
45,0.35872020285519823,0.8440421929938794,0.9172392585659277,0.9010872348830431,0.3721262290988312,0.8385965369771565,0.9113103347913121,0.8955911173620716
46,0.3516740582793124,0.8483569909276382,0.9207030099709053,0.9053053290358756,0.3677538920676135,0.8381662668196516,0.9139139696627272,0.9000749240599997
47,0.3532375640203055,0.847658115205973,0.9199640269854779,0.9036322824224257,0.3705903956138318,0.8390007301554188,0.9127258918666905,0.8980055312535171
48,0.3486887514604154,0.8495984720232669,0.9217522593115477,0.9063576434475874,0.36719207784437446,0.8390007301554188,0.9144686763390617,0.89960438442243
49,0.34822893347410855,0.8499804662065373,0.9219881413264592,0.9066036185553062,0.3660718933240557,0.8412303118806718,0.914847487167118,0.9003334566694752
50,0.34768667131702474,0.8505404349524678,0.9222419454435382,0.9060469750325592,0.3600822593206607,0.8426123917805362,0.9178296737832186,0.9040669452609678
51,0.342242846416714,0.853027737986717,0.9246734372624643,0.9093026589933811,0.3610472194970904,0.8440205486596433,0.91729529767137,0.903275054992693
52,0.3402401254567472,0.8545774189347571,0.9255337211171915,0.9106225136966705,0.36066661989451376,0.84408574110775,0.9175169608350483,0.9029953235395088
53,0.33729755280358037,0.8565351391240179,0.9268347213752095,0.9114138322922392,0.35696262694740616,0.8465891311150516,0.9189028950250542,0.9042686955249373
54,0.3378473736446351,0.855580153665842,0.9265085156073317,0.9113200674147616,0.3549364563371064,0.8469933242933139,0.9200038466876426,0.9059892241750902
55,0.334182976616098,0.8582410904197595,0.927932581524652,0.9131286381922372,0.35730631091963505,0.8437467403775947,0.9187610502797562,0.9042982739329042
56,0.33179749884052545,0.8587359465208143,0.9290777313682363,0.9147607873455045,0.35244152177122495,0.846745592990508,0.9207483547131559,0.9083635568163726
57,0.32983406520362796,0.8598385206407084,0.9296415917043104,0.91529252621677,0.35215547231970334,0.8481537498696151,0.9216190077797255,0.907810411148196
58,0.3285182686394772,0.8613447931588314,0.9306853347298045,0.9158715497766378,0.35255790255397257,0.8492620214874309,0.9210388952928796,0.9069809892177927
59,0.32561247096105383,0.8620046012935713,0.9317034890351338,0.9176575897495578,0.3501471500333561,0.8495749452383435,0.9232619462131716,0.908950630384078
60,0.3256168467828671,0.862707817858228,0.931272409804506,0.9169830487252778,0.35143388695397043,0.8503963700844894,0.9218370437762169,0.9078737197857092
61,0.32528504355529086,0.8631939922732995,0.9319682949666747,0.9171794438729101,0.3474005598388748,0.8520522582664024,0.9235274396870505,0.9095248838361154
62,0.3237840827758379,0.8639840256977905,0.9320079305168307,0.9172884433139346,0.3456636650123101,0.8525477208720141,0.9248082241091338,0.9117593212207493
63,0.3204698158406485,0.8656248643486565,0.933760770416364,0.9195686056462988,0.3476828448532694,0.8508396787316157,0.9235764125641525,0.9097772162730632
64,0.3195198058680993,0.86598949515996,0.9339243624059224,0.9198700998718596,0.3449134448527842,0.85308229894649,0.9246517370733501,0.9116456726842624
65,0.3169901158542441,0.8673221339584147,0.9349924332212031,0.921031227739942,0.3466791030020687,0.8511917179513925,0.9241526836810247,0.9111437000239481
66,0.3155609845939173,0.867721491513652,0.9356262143871938,0.922161111147586,0.3413603437528802,0.8540993011369563,0.9265578617106591,0.9134959748534398
67,0.3147077727220526,0.8685896601119938,0.9358710006229488,0.9219741323300499,0.3421738221036812,0.8554813810368207,0.9260162907652111,0.9130882911795212
68,0.31476414268922487,0.8694838737682858,0.9358013974469418,0.9214296300278251,0.34450384349958285,0.8534864921247522,0.9253134339615502,0.911869010177251
69,0.3105534426794546,0.8701870903329426,0.9373299344930294,0.923745371975675,0.34126789943883673,0.8551032648378012,0.9270396523984092,0.9146928077215575
70,0.3100027440089693,0.871016191344359,0.9377030804942941,0.9240491731833768,0.33741728434090673,0.8572155001564619,0.9285299441460318,0.9162631730637134
71,0.3098470718339949,0.8714329122715632,0.9378645339257305,0.9240093794294338,0.34139278516464017,0.8553249191613643,0.9267459320973196,0.9136710890851644
72,0.30703332251070503,0.8731605677822634,0.938768872748573,0.9251774900439109,0.3356829581251231,0.858623657035569,0.9289779659344727,0.9169518065259501
73,0.30640479422600864,0.873195294526197,0.9389102180732527,0.9252958672463757,0.33763397306349946,0.8573850005215395,0.9282259553713568,0.9156197209937926
74,0.30717419186529304,0.8735121760645917,0.938776587189896,0.9248830563391001,0.3358223026371032,0.8587410034421613,0.9291327158876581,0.9169431773279514
75,0.3050351607290858,0.8739288969917958,0.9393144621623837,0.9257711502669219,0.3385295994191992,0.856824345467821,0.9270846054032154,0.913866133105123
76,0.30259637448369264,0.8756044623865955,0.9404586162708155,0.9273918955354569,0.336250511911324,0.8567852299989569,0.9298026728433157,0.9183474961185208
77,0.3055772405637968,0.8740417589095802,0.9392483953498325,0.9253428878438928,0.3360226523102766,0.85786742463753,0.9293945475138992,0.9176196093120782
78,0.30019319187582133,0.8767764899943569,0.9413710454511925,0.9282782607569552,0.3330698630552888,0.8601491603212684,0.9301837328006315,0.9168253129038058
79,0.2990012131391075,0.8772843686243869,0.9417518299191351,0.9289373493302916,0.33346681730322214,0.8594711588609576,0.9305334297299368,0.9186073154652905
80,0.29963062395754336,0.8766115379606719,0.9413380794271913,0.9281447142164563,0.33289870534286864,0.860566391989152,0.930819513531681,0.9181652494383327
81,0.2982948759412809,0.8769197378130833,0.9418716801475591,0.9288205632878326,0.334115508603791,0.8603708146448316,0.9301406753204846,0.9182054022610522
82,0.2951912914352936,0.8795242436081087,0.943274465853259,0.9302359463813052,0.3327289084684641,0.8608662772504433,0.9307122706965288,0.9178730249396646
83,0.29554957853152414,0.8783608976863306,0.9427959699272233,0.9300991983654967,0.3283935538562555,0.8622483571503077,0.9326212683712142,0.9216587657832038
