epoch,train_loss,train_acc,train_auc_roc,train_auc_prc,val_loss,val_acc,val_auc_roc,val_auc_prc
1,0.6526708831460897,0.6018448582714763,0.6493737914070035,0.6354609518003645,0.5971750321086833,0.6698654427871076,0.7382019644960527,0.716029675593055
2,0.5775124822706327,0.689647089464774,0.7595387243528126,0.7381125197479539,0.557492925723601,0.7089548346719516,0.7810903230427177,0.7590631955254323
3,0.5482221143280989,0.7152406997438903,0.7895694344084709,0.7672098168274673,0.5377978885510771,0.717860123083342,0.7986721867101052,0.7808005847826736
4,0.5302227398191842,0.7286582454312628,0.8060814938598967,0.785522294909379,0.5186201781702823,0.7392041305935121,0.8168297353267392,0.7965094130859706
5,0.5143170166120153,0.7413378478100447,0.8198224486115896,0.7999098129621363,0.505175764330413,0.7469098779597372,0.82695332792739,0.8073545096806749
6,0.5049194581460926,0.7485219429613231,0.8279997739754315,0.8073147329494244,0.4969574007890241,0.755397934703244,0.8351720838274868,0.8167615614199328
7,0.49298272675025606,0.7581021834440248,0.8372942696732721,0.8170492052164265,0.49045603101465146,0.7595311359132159,0.8410520655818157,0.8195863279473702
8,0.48556359549096956,0.7635065329687025,0.8431771641909438,0.822251247022428,0.48452987498805333,0.7656461875456347,0.8446850053637466,0.82375353056168
9,0.4783041855786137,0.7688804965924383,0.8483110844544121,0.8284627114430309,0.48820146560494865,0.7588661729425263,0.8408405240098122,0.8190802176470575
10,0.4718350956755835,0.773434040890741,0.8527590802612749,0.8325714934765864,0.47804851191961767,0.7698836966725775,0.8491043386560909,0.8291937759023922
11,0.464807368284475,0.7767113773494813,0.8573616685670598,0.837425687662888,0.4657045432632703,0.7736909356420152,0.8614374238206489,0.8410376843936894
12,0.4568968268852865,0.7828580110257412,0.8630434857857479,0.8438138416233866,0.45634899704426735,0.7839261499947846,0.863629045412068,0.8451324265716615
13,0.4510101980535749,0.7871250596865912,0.8668859840232144,0.8475020007731363,0.45846076353357024,0.7820355689996871,0.8633973640180598,0.8437624926687315
14,0.44305765047748974,0.7929027217085558,0.8719806047057522,0.8528149969919534,0.4545570544807583,0.7794017940961719,0.8698206204800016,0.8507204441326718
15,0.440438159470623,0.7952294135521119,0.873835400694432,0.8535684731527103,0.4372808545115992,0.7999765307186816,0.8770858173149815,0.8576411936015025
16,0.4343169421315912,0.7990102877978903,0.8774571221913611,0.8580686849982272,0.43170000660763896,0.7994810681130697,0.8794154453417647,0.8612536912422313
17,0.42838035135337055,0.8016191344359075,0.8809314920704789,0.8624429237329027,0.4222254158558482,0.8076431626160425,0.8851054557447033,0.866364783779012
18,0.423780505455228,0.805877501410774,0.8838134882087022,0.8650446955795836,0.4258296147549974,0.8080864712631689,0.8829979077270209,0.8609157905064255
19,0.4171544191277099,0.8103312063202674,0.887841054199149,0.8686256671048912,0.4217375576235,0.8088427036612079,0.886257634853724,0.8682524399799512
20,0.4132688514773473,0.8125059686591136,0.889879189027722,0.8714123451924336,0.4178634814081046,0.8105116303327422,0.8875361949668705,0.868761751471441
21,0.4086329653268577,0.8147415027998437,0.8925207414313587,0.8741225215093005,0.41112922314024825,0.8147361009700637,0.8922183282180529,0.8757754785365721
22,0.4055101558828062,0.8178235013239571,0.894278355372566,0.8754920384170639,0.4042414801112303,0.8187258787942004,0.8955012572465958,0.877894721306603
23,0.39689605362522845,0.8231323523028172,0.8987788141966742,0.8807436588059485,0.4028797589527674,0.8192734953582977,0.8957525915762745,0.8780399116432989
24,0.39325325430647834,0.8245170812171724,0.9006310188696013,0.8829496456783784,0.3992574732395883,0.8226504641702305,0.8982385080762584,0.8807221796081627
25,0.3908791036874298,0.8270998827972392,0.902037685839526,0.8827190547526722,0.3920765629529182,0.8267836653802023,0.9014565027200516,0.8839173538336814
26,0.38648152571665867,0.8280592090984069,0.9043481275883892,0.8865643087346597,0.3919711781764187,0.8244497757379785,0.9012787868280958,0.8843921171916054
27,0.38324360486875003,0.8316230411946,0.9060077464479033,0.8880828301644932,0.38581008641056064,0.8323641389381454,0.9056049755686966,0.8896977213012708
28,0.3770865773758282,0.8342318878326171,0.9089419283109921,0.8917911241899216,0.3843753947584475,0.831125482424116,0.905136004067715,0.8887162508719021
29,0.3737251078137591,0.8372270694968963,0.9106588978522199,0.8929008787073094,0.38287289176865613,0.8297825179931156,0.9066924521759843,0.8901913177104963
30,0.3748270601620198,0.8359899292442592,0.9098947798087184,0.8923353180407807,0.37651263462610585,0.8369145718160008,0.9098669809943184,0.8918119853694937
31,0.36753571092391607,0.8399791639536398,0.9134458493705171,0.8958779970600315,0.3709315156879447,0.8389224992176906,0.9125946549193924,0.8956962223797476
32,0.36465704581304603,0.842839779485176,0.9147130452077457,0.8968118013475437,0.3713686246189047,0.8380098049441953,0.9120538670041312,0.8948653433459439
33,0.3599982696251307,0.8447627729305031,0.9169538626011625,0.9003035131566324,0.36578981959622087,0.8406305413580891,0.9148541876342862,0.8989969830582576
34,0.3571758482534552,0.8463037721925598,0.9180141621448797,0.901201691465981,0.3676640697983889,0.8430817774069052,0.9144248154284628,0.8980862845940352
35,0.35337614883651863,0.8485219429613231,0.9200003898599709,0.9035067011254452,0.367669651424896,0.8411520809429436,0.9141698682117831,0.8978387736765612
36,0.35234989955327256,0.8498415592308026,0.9204878361343134,0.9038064156773956,0.36061374668260804,0.8445290497548764,0.9175239924665247,0.9025432969094874
37,0.3488231349590106,0.8517124625602291,0.9218875394401351,0.9050118943729417,0.3578194137458646,0.8480624804422656,0.9185999218435913,0.9023196966859132
38,0.3469147627716,0.8519555497677649,0.9228681679614512,0.906392320347473,0.3546817688918579,0.8496792531553145,0.9197703466099747,0.9045293344342875
39,0.34109582338693495,0.8554195424751486,0.9256112296132795,0.9094216015411488,0.35387387689266364,0.8481407113799937,0.9203770566228352,0.9044276852783055
40,0.33779939603292214,0.8569909276381473,0.9266310377238249,0.9103703484973075,0.3516657484967902,0.8509179096693439,0.9203896174062419,0.9045347868350859
41,0.33561245102422255,0.8583886790814776,0.9275766202268071,0.9117927716949976,0.34360801066946434,0.8540862626473349,0.9246468641299566,0.9097126533636215
42,0.3329193047267434,0.8602074922950037,0.9286945443905784,0.9128117379627096,0.3486623257177893,0.8514003337853343,0.9225332021527362,0.9068938777371152
43,0.3296827196955872,0.8620393280375049,0.9301865604324061,0.9141806051678059,0.34498342855812003,0.8557291123396266,0.9249209355754286,0.9096124933352998
44,0.32784894696539224,0.8622086209141815,0.9307901357603781,0.9153510621966502,0.34703722459078457,0.8525737978512569,0.9230860983055169,0.9077374259147346
45,0.3259266444770196,0.8632981725051004,0.9314516745417533,0.9159658867425894,0.33806194340932777,0.8582976947950349,0.927437440573347,0.912773911232041
46,0.3239305729666699,0.8644267916829448,0.9320882890042479,0.9162323209095411,0.3327888827434829,0.8608010848023365,0.92970654101271,0.9154279540389697
47,0.31998337618607214,0.8665711681208491,0.9340739224137091,0.9190578006520898,0.33603707696071716,0.8595233128194429,0.9276214088066411,0.9121994137617839
